name,slug,category,province,regency,district,village,address,latitude,longitude,price_min,price_max,is_free,opening_time,closing_time,is_open_24h,days_open,facilities,images,rating,review_count,popularity,visitor_count,safety,cleanliness,beauty,road_access,crowd_level,hidden_gem_score,phone,is_trending,is_featured,_real
Pantai Pangi,pantai-pangi,pantai,Jawa Timur,Blitar,Kecamatan Tegal,Kelurahan Cipedes,"Pantai Pangi, Kabupaten Blitar, Provinsi Jawa Timur, Indonesia",-8.312687,112.110251,14628.02,,False,08:00,18:00,False,fri|mon|sat|thu|tue|wed,gazebo|spot_foto|warung_makan|wc,"https://loremflickr.com/800/600/beach,indonesia?lock=858432925|https://loremflickr.com/800/600/beach,indonesia?lock=858432932|https://loremflickr.com/800/600/beach,indonesia?lock=858432938|https://loremflickr.com/800/600/beach,indonesia?lock=858432954",5.0,199,99,97833,4.18,4.01,3.95,4.28,3.37,53.59,08766014930,False,False,
Pantai Karang Sari Palabuhanratu,pantai-karang-sari-palabuhanratu,pantai,Lampung,Lampung Selatan,Kecamatan Sukamaju,Kampung Wonokerto,"Pantai Karang Sari Palabuhanratu, Kabupaten Lampung Selatan, Provinsi Lampung, Indonesia",-6.297222,105.840278,17357.8,22249.06,False,00:00,23:59,True,fri|mon|sat|sun|thu|tue|wed,gazebo|parkir|spot_foto|wc,"https://loremflickr.com/800/600/beach,indonesia?lock=2499816931|https://loremflickr.com/800/600/beach,indonesia?lock=2499816938|https://loremflickr.com/800/600/beach,indonesia?lock=2499816944|https://loremflickr.com/800/600/beach,indonesia?lock=2499816960",5.0,195,33,105846,3.58,3.69,4.56,2.9,3.87,64.39,08433456660,False,False,
Pantai Balekambang,pantai-balekambang,pantai,Jawa Barat,Pangandaran,Kecamatan Karanganyar,Kelurahan Cihideung,"Pantai Balekambang, Kabupaten Pangandaran, Provinsi Jawa Barat, Indonesia",-7.692778,108.537222,12773.06,,False,06:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|parkir|sewa_pelampung|spot_foto|warung_makan|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Wisata-pantai-balekambang.jpg/960px-Wisata-pantai-balekambang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Balekambang%20beach%2C%20Pura%20Amarta%20Jati%20in%20the%20middle%20of%20Ismoyo%20island.jpg?width=800|https://loremflickr.com/800/600/beach,indonesia?lock=504471773|https://loremflickr.com/800/600/beach,indonesia?lock=504471780",5.0,140,33,64399,3.91,4.23,4.04,3.58,3.08,76.83,08339620919,False,True,
Pantai Onggojoyo,pantai-onggojoyo,pantai,Jawa Tengah,Demak,Kecamatan Beringin,Desa Batu Hitam,"Pantai Onggojoyo, Kabupaten Demak, Provinsi Jawa Tengah, Indonesia",-6.783043,110.564712,1271.39,,False,07:00,19:00,False,fri|mon|sat|sun|tue|wed,gazebo|parkir|sewa_pelampung|spot_foto,"https://loremflickr.com/800/600/beach,indonesia?lock=3842498211|https://loremflickr.com/800/600/beach,indonesia?lock=3842498218|https://loremflickr.com/800/600/beach,indonesia?lock=3842498224|https://loremflickr.com/800/600/beach,indonesia?lock=3842498240",5.0,58,12,23913,4.17,3.51,4.31,3.61,2.39,82.61,08537053183,False,False,
Pantai Takisung,pantai-takisung,pantai,Kalimantan Tengah,Kota Palangka Raya,Kecamatan Cikole,Kelurahan Karang Sari,"Pantai Takisung, Kota Palangka Raya, Provinsi Kalimantan Tengah, Indonesia",-3.86719,114.60809,23972.42,41538.11,False,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,anak|parkir|sewa_pelampung|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Pantai_Takisung%2C_Tanah_Laut.jpg/960px-Pantai_Takisung%2C_Tanah_Laut.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/beach,indonesia?lock=750845250|https://loremflickr.com/800/600/beach,indonesia?lock=750845257|https://loremflickr.com/800/600/beach,indonesia?lock=750845263",5.0,124,33,77774,4.96,3.02,4.44,4.49,4.47,65.75,08914576485,False,False,
Pantai Nguyahan,pantai-nguyahan,pantai,DI Yogyakarta,Gunungkidul,Kecamatan Margasari,Kelurahan Mulya Sari,"Pantai Nguyahan, Kabupaten Gunungkidul, Provinsi DI Yogyakarta, Indonesia",-8.118477,110.503067,0,,True,00:00,23:59,True,fri|mon|sat|sun|thu|tue|wed,gazebo|parkir|sewa_pelampung|spot_foto|warung_makan|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Pemandangan_Pantai_Nguyahan.jpg/960px-Pemandangan_Pantai_Nguyahan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pemandangan%20Pantai%20Nguyahan.jpg?width=800|https://loremflickr.com/800/600/beach,indonesia?lock=3959233198|https://loremflickr.com/800/600/beach,indonesia?lock=3959233205",5.0,114,50,79360,4.48,3.87,4.05,4.16,4.64,61.24,08851763646,False,False,
Pantai Boneoge,pantai-boneoge,pantai,Sulawesi Tengah,Donggala,Kecamatan Karanganyar,Desa Sukamaju,"Pantai Boneoge, Kabupaten Donggala, Provinsi Sulawesi Tengah, Indonesia",-0.672487,119.718404,3409.54,,False,08:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|keluarga|parkir|sewa_pelampung|spot_foto|warung_makan|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Senja_di_Pantai_Boneoge_Donggala.jpg/960px-Senja_di_Pantai_Boneoge_Donggala.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/beach,indonesia?lock=1344385788|https://loremflickr.com/800/600/beach,indonesia?lock=1344385795|https://loremflickr.com/800/600/beach,indonesia?lock=1344385801",5.0,60,17,33845,3.17,4.53,3.93,4.07,2.9,72.13,08434260252,False,False,
Pantai Enabara,pantai-enabara,pantai,Nusa Tenggara Timur,Ende,Kecamatan Sumberjaya,Kelurahan Cikalong,"Pantai Enabara, Kabupaten Ende, Provinsi Nusa Tenggara Timur, Indonesia",-8.48315,121.843612,12179.76,18566.56,False,00:00,23:59,True,fri|sat|sun|thu|tue|wed,gazebo|sewa_pelampung|warung_makan|wc,"https://loremflickr.com/800/600/beach,indonesia?lock=2065432504|https://loremflickr.com/800/600/beach,indonesia?lock=2065432511|https://loremflickr.com/800/600/beach,indonesia?lock=2065432517|https://loremflickr.com/800/600/beach,indonesia?lock=2065432533",5.0,72,23,50574,4.99,3.92,4.82,4.2,4.8,73.52,08398316947,False,False,
Pantai Wayob,pantai-wayob,pantai,Maluku,Kota Tual,Kecamatan Sumberrejo,Kampung Mulya Sari,"Pantai Wayob, Kota Tual, Provinsi Maluku, Indonesia",-2.977454,132.223166,20661.09,32785.76,False,08:00,17:00,False,sat|sun,gazebo|parkir|sewa_pelampung|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Pantai_Wayob_Fakfak.jpg/960px-Pantai_Wayob_Fakfak.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sisi%20Lain%20Pantai%20Wayob%20di%20Pulau%20Panjang%20Fakfak%20%28doc.Aldi%20Bimantara%29.jpg?width=800|https://loremflickr.com/800/600/beach,indonesia?lock=3345522680|https://loremflickr.com/800/600/beach,indonesia?lock=3345522687",5.0,48,20,18338,3.89,4.55,4.62,3.16,3.44,77.04,08483246154,False,False,
Pantai Kukup,pantai-kukup,pantai,DI Yogyakarta,Gunungkidul,Kecamatan Karanganyar,Kampung Mulya Sari,"Pantai Kukup, Kabupaten Gunungkidul, Provinsi DI Yogyakarta, Indonesia",-8.133917,110.554861,14158.93,,False,00:00,23:59,True,fri|mon|sat|sun|thu|tue|wed,gazebo|warung_makan|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Pantai_Kukup-2.jpg/960px-Pantai_Kukup-2.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20di%20Pantai%20Kukup.jpg?width=800|https://loremflickr.com/800/600/beach,indonesia?lock=3778402622|https://loremflickr.com/800/600/beach,indonesia?lock=3778402629",5.0,568,120,167355,3.48,4.93,3.91,3.23,2.03,62.39,08166437011,False,False,
Pantai Indah Modisi,pantai-indah-modisi,pantai,Sulawesi Utara,Bolaang Mongondow Selatan,Kecamatan Karanganyar,Kelurahan Cijeruk,"Pantai Indah Modisi, Kabupaten Bolaang Mongondow Selatan, Provinsi Sulawesi Utara, Indonesia",0.44848,124.431639,6289.66,8331.75,False,07:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|parkir|sewa_pelampung|spot_foto|wc,"https://loremflickr.com/800/600/beach,indonesia?lock=1539974453|https://loremflickr.com/800/600/beach,indonesia?lock=1539974460|https://loremflickr.com/800/600/beach,indonesia?lock=1539974466|https://loremflickr.com/800/600/beach,indonesia?lock=1539974482",5.0,49,14,11566,4.16,4.14,4.56,3.05,4.23,71.21,08646540252,False,False,
Pantai Dlodo,pantai-dlodo,pantai,Jawa Timur,Tulungagung,Kecamatan Sumberrejo,Kampung Sukamaju,"Pantai Dlodo, Kabupaten Tulungagung, Provinsi Jawa Timur, Indonesia",-8.280979,111.972198,0,,True,08:00,22:00,False,mon|sat|sun|thu|tue|wed,gazebo|parkir|sewa_pelampung|spot_foto|warung_makan|wc,"https://loremflickr.com/800/600/beach,indonesia?lock=2544685251|https://loremflickr.com/800/600/beach,indonesia?lock=2544685258|https://loremflickr.com/800/600/beach,indonesia?lock=2544685264|https://loremflickr.com/800/600/beach,indonesia?lock=2544685280",5.0,17,4,13963,3.82,3.49,4.37,3.68,3.94,77.4,08986749069,False,False,
Parangtritis,parangtritis,pantai,DI Yogyakarta,Bantul,Kecamatan Wonosari,Desa Tegal Rejo,"Parangtritis, Kabupaten Bantul, Provinsi DI Yogyakarta, Indonesia",-8.016667,110.35,22540.21,,False,06:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|sewa_pelampung|solo|spot_foto,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Rocks_%26_Sea_HDR_%26_ND_Filter_%287211127250%29.jpg/960px-Rocks_%26_Sea_HDR_%26_ND_Filter_%287211127250%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/beach,indonesia?lock=2270526166|https://loremflickr.com/800/600/beach,indonesia?lock=2270526173|https://loremflickr.com/800/600/beach,indonesia?lock=2270526179",5.0,341,72,104940,3.03,4.05,3.88,3.26,2.4,61.29,08862639417,False,False,
Pantai C'Beery,pantai-c'beery,pantai,Papua,Jayapura,Kecamatan Sumberjaya,Kelurahan Sukamaju,"Pantai C'Beery, Kabupaten Jayapura, Provinsi Papua, Indonesia",-2.613373,140.687087,0,,True,08:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|parkir|sewa_pelampung|spot_foto|warung_makan|wc,"https://loremflickr.com/800/600/beach,indonesia?lock=4270777285|https://loremflickr.com/800/600/beach,indonesia?lock=4270777292|https://loremflickr.com/800/600/beach,indonesia?lock=4270777298|https://loremflickr.com/800/600/beach,indonesia?lock=4270777314",5.0,41,15,24442,3.57,4.75,4.37,2.97,4.58,66.21,08589116148,False,False,
Pantai Nirwana,pantai-nirwana,pantai,Sumatera Barat,Kota Padang,Kecamatan Beringin,Kampung Batu Hitam,"Pantai Nirwana, Kota Padang, Provinsi Sumatera Barat, Indonesia",-1.016707,100.390004,10014.02,15598.3,False,06:00,22:00,False,fri|mon|sun|thu|tue|wed,parkir|sewa_pelampung|spot_foto|warung_makan|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Pantai_Nirwana_-_Padang_15.jpg/960px-Pantai_Nirwana_-_Padang_15.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/beach,indonesia?lock=3270085720|https://loremflickr.com/800/600/beach,indonesia?lock=3270085727|https://loremflickr.com/800/600/beach,indonesia?lock=3270085733",5.0,155,41,51833,4.71,4.32,4.21,3.91,4.21,66.59,08949741022,False,False,
"Pantai Marina, Bontang","pantai-marina,-bontang",pantai,Kalimantan Timur,Kota Bontang,Kecamatan Babakan,Kelurahan Sumber Rejo,"Pantai Marina, Bontang, Kota Bontang, Provinsi Kalimantan Timur, Indonesia",0.099627,117.496211,12763.7,,False,07:00,18:00,False,fri|mon|sun|thu|tue|wed,gazebo|parkir|sewa_pelampung|spot_foto,"https://loremflickr.com/800/600/beach,indonesia?lock=2700098877|https://loremflickr.com/800/600/beach,indonesia?lock=2700098884|https://loremflickr.com/800/600/beach,indonesia?lock=2700098890|https://loremflickr.com/800/600/beach,indonesia?lock=2700098906",5.0,326,57,242690,3.99,3.02,3.87,4.05,2.53,66.84,08856840069,False,False,
Pantai Kemala,pantai-kemala,pantai,Kalimantan Timur,Kota Balikpapan,Kecamatan Babakan,Kampung Cipedes,"Pantai Kemala, Kota Balikpapan, Provinsi Kalimantan Timur, Indonesia",-1.281058,116.81772,20073.56,,False,08:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,keluarga|parkir|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/2016-11-15_Pantai_Kemala_Balikpapan.jpg/960px-2016-11-15_Pantai_Kemala_Balikpapan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/2016-11-15%20Pantai%20Kemala%20Balikpapan.jpg?width=800|https://loremflickr.com/800/600/beach,indonesia?lock=2447640734|https://loremflickr.com/800/600/beach,indonesia?lock=2447640741",5.0,36,15,31026,4.15,3.52,4.53,2.89,4.79,71.2,08517919359,False,False,
Pantai Karang Tawulan,pantai-karang-tawulan,pantai,Jawa Barat,Tasikmalaya,Kecamatan Tegal,Desa Cijeruk,"Pantai Karang Tawulan, Kabupaten Tasikmalaya, Provinsi Jawa Barat, Indonesia",-7.814059,108.299779,0,,True,08:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,anak|parkir|sewa_pelampung|warung_makan|wc,"https://loremflickr.com/800/600/beach,indonesia?lock=4250977945|https://loremflickr.com/800/600/beach,indonesia?lock=4250977952|https://loremflickr.com/800/600/beach,indonesia?lock=4250977958|https://loremflickr.com/800/600/beach,indonesia?lock=4250977974",5.0,117,51,50842,3.19,4.35,3.81,4.16,2.74,66.42,08891111126,False,False,
Pantai Biru Kersik,pantai-biru-kersik,pantai,Kalimantan Timur,Kutai Kartanegara,Kecamatan Tegal,Kelurahan Sumber Rejo,"Pantai Biru Kersik, Kabupaten Kutai Kartanegara, Provinsi Kalimantan Timur, Indonesia",-0.062406,117.490533,0,,True,07:00,22:00,False,fri|mon|sun|thu|tue|wed,gazebo|parkir|sewa_pelampung|spot_foto|warung_makan|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Pantai_Biru_Kersik_Marang_Kayu.JPG/960px-Pantai_Biru_Kersik_Marang_Kayu.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pantai%20Biru%20Kersik%20Marang%20Kayu.JPG?width=800|https://loremflickr.com/800/600/beach,indonesia?lock=2852362856|https://loremflickr.com/800/600/beach,indonesia?lock=2852362863",5.0,24,9,11195,4.76,4.15,4.25,3.13,4.69,68.75,08444139896,False,False,
Pantai Buluminung,pantai-buluminung,pantai,Kalimantan Timur,Penajam Paser Utara,Kecamatan Lebak,Desa Babakan,"Pantai Buluminung, Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur, Indonesia",-1.158306,116.750226,14285.24,,False,08:00,19:00,False,fri|mon|sat|thu|tue|wed,pasangan|sewa_pelampung|spot_foto|wc,"https://loremflickr.com/800/600/beach,indonesia?lock=2591775948|https://loremflickr.com/800/600/beach,indonesia?lock=2591775955|https://loremflickr.com/800/600/beach,indonesia?lock=2591775961|https://loremflickr.com/800/600/beach,indonesia?lock=2591775977",5.0,80,16,40361,3.37,3.85,4.12,4.42,3.03,77.21,08821800429,False,False,
"Pantai Pangandaran, Sangkulirang","pantai-pangandaran,-sangkulirang",pantai,Kalimantan Timur,Kota Bontang,Kecamatan Margasari,Desa Babakan,"Pantai Pangandaran, Sangkulirang, Kota Bontang, Provinsi Kalimantan Timur, Indonesia",0.834667,118.017097,0,,True,08:00,18:00,False,fri|sat|sun|thu|tue|wed,gazebo|parkir|sewa_pelampung|spot_foto|warung_makan|wc,"https://loremflickr.com/800/600/beach,indonesia?lock=3669458622|https://loremflickr.com/800/600/beach,indonesia?lock=3669458629|https://loremflickr.com/800/600/beach,indonesia?lock=3669458635|https://loremflickr.com/800/600/beach,indonesia?lock=3669458651",5.0,41,12,14987,4.26,3.9,3.87,4.13,3.43,71.29,08897790959,False,False,
Pantai Teluk Kaba,pantai-teluk-kaba,pantai,Kalimantan Timur,Kota Bontang,Kecamatan Kedawung,Desa Sukamulya,"Pantai Teluk Kaba, Kota Bontang, Provinsi Kalimantan Timur, Indonesia",0.316088,117.521074,13023.39,21923.18,False,00:00,23:59,True,fri|mon|sat|thu|tue|wed,parkir|sewa_pelampung|solo|spot_foto,"https://loremflickr.com/800/600/beach,indonesia?lock=235332385|https://loremflickr.com/800/600/beach,indonesia?lock=235332392|https://loremflickr.com/800/600/beach,indonesia?lock=235332398|https://loremflickr.com/800/600/beach,indonesia?lock=235332414",5.0,83,15,59634,4.42,4.21,4.21,3.13,3.96,66.97,08245403218,False,False,
Pantai Jumiang,pantai-jumiang,pantai,Jawa Timur,Pamekasan,Kecamatan Medang,Desa Margasari,"Pantai Jumiang, Kabupaten Pamekasan, Provinsi Jawa Timur, Indonesia",-7.232708,113.547574,21509.22,38286.09,False,07:00,22:00,False,fri|sat|sun|thu|tue|wed,parkir|sewa_pelampung|spot_foto|warung_makan|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Pantai_Jumiang_Kabupaten_Pamekasan_07.jpg/960px-Pantai_Jumiang_Kabupaten_Pamekasan_07.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pantai%20Jumiang%20Kabupaten%20Pamekasan%2004.jpg?width=800|https://loremflickr.com/800/600/beach,indonesia?lock=4188532577|https://loremflickr.com/800/600/beach,indonesia?lock=4188532584",5.0,73,29,48016,3.49,3.57,4.59,4.27,2.93,75.19,08121001549,False,False,
Pulau Timor,pulau-timor,pulau,Nusa Tenggara Timur,Timor Tengah Selatan,Kecamatan Kedawung,Kelurahan Tegal Rejo,"Pulau Timor, Kabupaten Timor Tengah Selatan, Provinsi Nusa Tenggara Timur, Indonesia",-9.712225,124.354636,175758.35,,False,07:00,22:00,False,fri|mon|sat|sun|thu|tue,anak|dermaga|homestay|penginapan|sewa_pelampung|warung_makan,"https://commons.wikimedia.org/wiki/Special:FilePath/Timor%20island2.jpg?width=800|https://loremflickr.com/800/600/island,indonesia?lock=1890342847|https://loremflickr.com/800/600/island,indonesia?lock=1890342854|https://loremflickr.com/800/600/island,indonesia?lock=1890342860",5.0,40,8,30146,3.98,4.51,4.43,2.07,2.38,80.63,08928639388,False,False,
Pulau Flores,pulau-flores,pulau,Nusa Tenggara Timur,Ende,Kecamatan Pangalengan,Kelurahan Sumber Mukti,"Pulau Flores, Kabupaten Ende, Provinsi Nusa Tenggara Timur, Indonesia",-8.715,121.495556,27256.12,31991.88,False,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,dermaga|homestay|sewa_pelampung|warung_makan,"https://commons.wikimedia.org/wiki/Special:FilePath/Bajawa.jpg?width=800|https://loremflickr.com/800/600/island,indonesia?lock=2099944863|https://loremflickr.com/800/600/island,indonesia?lock=2099944870|https://loremflickr.com/800/600/island,indonesia?lock=2099944876",5.0,5,1,2478,3.3,4.94,4.76,1.98,1.64,92.92,08123046175,False,False,
Pulau Komodo,pulau-komodo,pulau,Nusa Tenggara Timur,Manggarai Barat,Kecamatan Sukamaju,Kampung Cijeruk,"Pulau Komodo, Kabupaten Manggarai Barat, Provinsi Nusa Tenggara Timur, Indonesia",-8.576942,119.451111,68618.15,,False,08:00,17:00,False,sat|sun,dermaga|pasangan|sewa_pelampung|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Komodo_Island_2009.jpg/960px-Komodo_Island_2009.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Komodo%20Island%20north%20aerial.jpg?width=800|https://loremflickr.com/800/600/island,indonesia?lock=905535799|https://loremflickr.com/800/600/island,indonesia?lock=905535806",5.0,76,27,64909,4.47,3.19,4.4,2.99,1.4,88.63,08421149818,False,False,
Pulau Tarakan,pulau-tarakan,pulau,Kalimantan Utara,Kota Tarakan,Kecamatan Gamping,Desa Cipedes,"Pulau Tarakan, Kota Tarakan, Provinsi Kalimantan Utara, Indonesia",3.362803,117.597017,122767.36,133314.71,False,07:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,dermaga|homestay|penginapan|sewa_pelampung,"https://upload.wikimedia.org/wikipedia/commons/c/c3/Tarakan.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Tarakan%20Island%20Kalimantan%20.jpg?width=800|https://loremflickr.com/800/600/island,indonesia?lock=4239159096|https://loremflickr.com/800/600/island,indonesia?lock=4239159103",5.0,93,28,20761,3.5,4.0,4.75,1.31,2.54,78.99,08734183910,False,False,
Pulau Papua,pulau-papua,pulau,Papua,Keerom,Kecamatan Medang,Kampung Sukamulya,"Pulau Papua, Kabupaten Keerom, Provinsi Papua, Indonesia",-5.0,140.0,125955.99,,False,07:00,18:00,False,fri|mon|sun|thu|tue|wed,dermaga|homestay|penginapan|sewa_pelampung|warung_makan,"https://commons.wikimedia.org/wiki/Special:FilePath/PapuaNG.png?width=800|https://loremflickr.com/800/600/island,indonesia?lock=1626690230|https://loremflickr.com/800/600/island,indonesia?lock=1626690237|https://loremflickr.com/800/600/island,indonesia?lock=1626690243",5.0,45,20,16632,4.66,4.83,4.48,2.46,1.55,90.67,08252614912,False,False,
Pulau Numfor,pulau-numfor,pulau,Papua Barat,Manokwari,Kecamatan Medang,Desa Karang Sari,"Pulau Numfor, Kabupaten Manokwari, Provinsi Papua Barat, Indonesia",-1.038256,134.888575,196591.88,231305.73,False,08:00,17:00,False,fri|mon|sat|sun|thu|tue,dermaga|homestay|penginapan|sewa_pelampung|warung_makan,"https://loremflickr.com/800/600/island,indonesia?lock=3225940282|https://loremflickr.com/800/600/island,indonesia?lock=3225940289|https://loremflickr.com/800/600/island,indonesia?lock=3225940295|https://loremflickr.com/800/600/island,indonesia?lock=3225940311",5.0,10,5,5327,3.06,3.21,4.24,2.88,1.36,82.11,08204622201,False,False,
Pulau Bintan,pulau-bintan,pulau,Kepulauan Riau,Bintan,Kecamatan Gamping,Kampung Lebak,"Pulau Bintan, Kabupaten Bintan, Provinsi Kepulauan Riau, Indonesia",1.083331,104.490831,200621.68,307391.31,False,06:00,18:00,False,fri|mon|sat|sun|thu|wed,dermaga|homestay|penginapan|sewa_pelampung|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Club-Med-Bintan-Island-11_%2828063343503%29.jpg/960px-Club-Med-Bintan-Island-11_%2828063343503%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sumpat%2C%20Bintan.JPG?width=800|https://loremflickr.com/800/600/island,indonesia?lock=2499863283|https://loremflickr.com/800/600/island,indonesia?lock=2499863290",5.0,65,24,16638,4.05,3.5,4.78,2.06,1.38,83.75,08525038654,False,False,
Pulau Gunungapi,pulau-gunungapi,pulau,Maluku,Maluku Tengah,Kecamatan Gamping,Kelurahan Sukamaju,"Pulau Gunungapi, Kabupaten Maluku Tengah, Provinsi Maluku, Indonesia",-4.52,129.88,62148.57,111091.53,False,06:00,19:00,False,fri|mon|sat|sun|tue|wed,homestay|penginapan|sewa_pelampung,"https://commons.wikimedia.org/wiki/Special:FilePath/BandaVolcano.JPG?width=800|https://loremflickr.com/800/600/island,indonesia?lock=591982248|https://loremflickr.com/800/600/island,indonesia?lock=591982255|https://loremflickr.com/800/600/island,indonesia?lock=591982261",5.0,160,80,30678,3.72,3.9,4.5,2.1,2.49,68.82,08492541912,False,False,
Pulau Batanta,pulau-batanta,pulau,Maluku,Maluku Tengah,Kecamatan Kedawung,Kampung Mulya Sari,"Pulau Batanta, Kabupaten Maluku Tengah, Provinsi Maluku, Indonesia",-0.859883,130.66145,107608.14,114363.99,False,06:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,dermaga|homestay|penginapan|sewa_pelampung|warung_makan,"https://commons.wikimedia.org/wiki/Special:FilePath/Batanta%20Island%2C%20ID%2C%20Sentinel-2.jpg?width=800|https://loremflickr.com/800/600/island,indonesia?lock=3592620546|https://loremflickr.com/800/600/island,indonesia?lock=3592620553|https://loremflickr.com/800/600/island,indonesia?lock=3592620559",5.0,204,43,124147,4.59,3.35,4.93,2.47,2.45,76.52,08618476199,False,True,
Pulau Sebatik,pulau-sebatik,pulau,Kalimantan Utara,Kota Tarakan,Kecamatan Beringin,Desa Margasari,"Pulau Sebatik, Kota Tarakan, Provinsi Kalimantan Utara, Indonesia",4.143247,117.787403,144485.06,,False,07:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,dermaga|penginapan|sewa_pelampung|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Patok_1_Perbatasan_Indonesia-Malaysia_di_Sebatik_%282%29.JPG/960px-Patok_1_Perbatasan_Indonesia-Malaysia_di_Sebatik_%282%29.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sabah%20Tawau%20CowieBay%20Sebatik.jpg?width=800|https://loremflickr.com/800/600/island,indonesia?lock=1840455400|https://loremflickr.com/800/600/island,indonesia?lock=1840455407",5.0,79,16,36888,3.3,3.67,4.27,1.86,2.57,77.08,08871406123,False,False,
Pulau Sipora,pulau-sipora,pulau,Sumatera Barat,Pesisir Selatan,Kecamatan Cikole,Desa Cibodas,"Pulau Sipora, Kabupaten Pesisir Selatan, Provinsi Sumatera Barat, Indonesia",-2.187219,99.646111,55902.23,,False,06:00,19:00,False,mon|sat|sun|thu|tue|wed,dermaga|homestay|penginapan,"https://loremflickr.com/800/600/island,indonesia?lock=208602099|https://loremflickr.com/800/600/island,indonesia?lock=208602106|https://loremflickr.com/800/600/island,indonesia?lock=208602112|https://loremflickr.com/800/600/island,indonesia?lock=208602128",5.0,117,42,92896,3.29,3.09,4.69,2.98,1.88,81.39,08903371416,False,False,
